
id,TransactionID,Date,CustomerID,PartNo,Quantity,Rate,TotalPrice,PartDescription,Category,Source,VehicleMake
84943,8002,15-01-2025,CUST-672,PN084943,13,2.3,29.9,AIR FILTER,Others,OEM,Generic
84944,1061,06-09-2024,CUST-514,PN084944,6,13.26,79.56,WEATHER STRIP,Others,OEM,Honda
84945,1825,28-06-2024,CUST-310,PN084945,19,5.7,108.3,WEATHER STRIP,Others,OEM,Generic
84946,9662,16-09-2024,CUST-916,PN084946,20,12.3,246.0,OIL FILTER GASKET,Others,Source,Nissan
84947,3463,11-01-2025,CUST-429,PN084947,1,3.87,3.87,CLUTCH COVER,Others,OEM,Toyota
84948,5969,13-01-2025,CUST-287,PN084948,11,5.44,59.84,SHOCK ABSORBER,Others,OEM,Toyota
84949,6447,05-09-2024,CUST-563,PN084949,2,7.6,15.2,CON ROD BEARING,Others,Aftermarket,Toyota
84950,5146,25-08-2023,CUST-586,PN084950,16,14.45,231.2,BELT,Others,Aftermarket,Toyota
84951,6571,01-05-2024,CUST-195,PN084951,12,13.8,165.6,VALVE COVER GASKET,Others,Aftermarket,Mitsubishi
84952,4412,13-06-2025,CUST-201,PN084952,20,3.4,68.0,GUM HOSE,Others,Aftermarket,Nissan
84953,5835,07-07-2025,CUST-257,PN084953,14,12.8,179.2,shock assembly,Others,Source,Generic
84954,1881,12-08-2024,CUST-455,PN084954,11,3.4,37.4,POWERTRAIN KIT,Others,OEM,Toyota
84955,2089,31-12-2023,CUST-992,PN084955,6,9.0,54.0,BRAKE PAD,Others,OEM,Toyota
84956,5906,13-12-2023,CUST-116,PN084956,10,2.8,28.0,GROMMET,Others,Aftermarket,Toyota
84957,6512,10-04-2024,CUST-773,PN084957,10,9.9,99.0,POWER STEERING HOSE,Others,OEM,Mitsubishi
84958,1628,28-12-2023,CUST-526,PN084958,4,14.72,58.88,LUBRICANT,Others,OEM,Mitsubishi
84959,8504,13-05-2025,CUST-533,PN084959,4,14.7,58.8,PartDescription,Others,OEM,Honda
84960,5010,20-03-2024,CUST-887,PN084960,7,12.92,90.44,MAIN BEARING,Others,OEM,Toyota
84961,8523,04-04-2025,CUST-853,PN084961,6,25.8,154.8,THERMOSTAT GASKET,Others,Source,Toyota
84962,2430,09-03-2024,CUST-961,PN084962,5,4.08,20.4,PETROLLOAR ,Others,OEM,Honda
84963,5542,07-02-2024,CUST-918,PN084963,18,12.8,230.4,GASKET KIT,Others,Aftermarket,Toyota
84964,8172,11-06-2025,CUST-503,PN084964,13,12.8,166.4,GROMMET,Others,OEM,Honda
84965,3219,29-04-2025,CUST-721,PN084965,11,12.8,140.8,STEERING DAMPER,Others,Aftermarket,Toyota
84966,8776,20-01-2024,CUST-763,PN084966,1,2.8,2.8,THERMOSTAT,Others,Aftermarket,Mitsubishi
84967,8985,18-11-2023,CUST-699,PN084967,14,8.2,114.8,CLUTCH COVER,Others,OEM,Toyota
84968,6536,19-08-2025,CUST-659,PN084968,7,5.7,39.9,LINK ROD,Others,OEM,Honda
84969,7711,13-04-2024,CUST-465,PN084969,10,3.3,33.0,VALVE COVER GASKET,Others,OEM,Toyota
84970,5073,21-03-2025,CUST-760,PN084970,17,9.41,159.97,air filter,Others,Aftermarket,Toyota
84971,3801,02-01-2025,CUST-707,PN084971,4,8.5,34.0,TRANSAXLE GASKET,Others,OEM,Toyota
84972,3992,29-05-2025,CUST-371,PN084972,8,11.96,95.68,LUBRICANT,Others,OEM,Toyota
84973,7514,25-02-2024,CUST-924,PN084973,16,18.75,300.0,WATER PUMP,Others,OEM,Nissan
84974,6582,17-02-2025,CUST-447,PN084974,5,18.4,92.0,VENTILATION VALVE,Others,Source,Toyota
84975,9798,20-10-2023,CUST-208,PN084975,14,16.06,224.84,PISTON RING,Others,Aftermarket,Toyota
84976,7739,19-06-2025,CUST-786,PN084976,1,11.05,11.05,ENGINE MOUNTING,Others,Source,Toyota
84977,8599,11-04-2025,CUST-912,PN084977,3,13.44,40.32,COOLANT,Others,Aftermarket,Nissan
84978,3879,29-06-2024,CUST-759,PN084978,10,18.15,181.5,GASKET KIT,Others,OEM,Toyota
84979,3263,04-09-2023,CUST-603,PN084979,2,13.59,27.18,LINK ROD,Others,OEM,Nissan
84980,1061,11-11-2024,CUST-567,PN084980,5,3.28,16.4,IDLER BEARING,Others,Aftermarket,Toyota
84981,6009,09-07-2024,CUST-667,PN084981,4,1.9,7.6,MAIN BEARING,Others,OEM,Mitsubishi
84982,6967,29-03-2024,CUST-855,PN084982,19,13.3,252.7,MAIN BEARING,Others,OEM,Honda
84983,3794,28-03-2025,CUST-703,PN084983,12,3.63,43.56,LUBRICANT,Others,OEM,Nissan
84984,9433,30-10-2024,CUST-707,PN084984,13,9.2,119.6,LINK ROD,Others,OEM,Nissan
84985,4291,11-08-2024,CUST-623,PN084985,18,15.7,282.6,SHAKE HOSE,Others,OEM,Mitsubishi
84986,3837,12-12-2023,CUST-401,PN084986,13,17.1,222.3,ENGINE MOUNTING,Others,OEM,Toyota
84987,4973,29-11-2024,CUST-362,PN084987,7,5.2,36.4,"BELT','Generic",Others,Aftermarket,Nissan
84988,4496,19-12-2023,CUST-493,PN084988,4,14.6,58.4,VALVE COVER GASKET,Others,OEM,Toyota
84989,8014,04-09-2023,CUST-322,PN084989,8,14.0,112.0,TRANSAXLE GASKET,Others,Aftermarket,Toyota
84990,2345,20-02-2024,CUST-539,PN084990,6,2.3,13.8,PISTON RING,Others,Aftermarket,Toyota
84991,2310,01-04-2024,CUST-574,PN084991,4,8.51,34.04,BALL JOINT,Others,Source,Mitsubishi
84992,1974,11-05-2025,CUST-160,PN084992,1,5.7,5.7,UNIVERSAL JACK COVER,Others,OEM,VehicleMake
84993,5361,25-04-2025,CUST-617,PN084993,4,4.75,19.0,ENGMATE ,Others,Aftermarket,Nissan
84994,5072,26-06-2024,CUST-528,PN084994,16,25.8,412.8,SHAKE HOSE,Others,Source,Generic
84995,4133,25-10-2023,CUST-958,PN084995,6,3.4,20.4,BRAKE PAD,Others,OEM,Toyota
84996,8117,23-10-2023,CUST-669,PN084996,11,7.52,82.72,VENTILATION VALVE,Others,Aftermarket,Toyota
84997,8412,20-03-2024,CUST-833,PN084997,13,0.9,11.7,OIL FILTER,Others,Source,Mitsubishi
84998,4446,20-06-2025,CUST-457,PN084998,12,3.8,45.6,WEATHER STRIP,Others,Aftermarket,Toyota
84999,2574,13-04-2024,CUST-737,PN084999,12,7.6,91.2,CLUTCH COVER,Others,OEM,Mitsubishi
85000,3812,11-01-2025,CUST-282,PN085000,4,11.7,46.8,AXLE BOOT,Others,OEM,Toyota
85001,9499,29-08-2024,CUST-345,PN085001,9,10.9,98.1,TIMING BELT,Others,Aftermarket,Mitsubishi
85002,9925,24-04-2024,CUST-314,PN085002,12,5.7,68.4,FUEL PUMP,Others,OEM,Mitsubishi
85003,7486,24-10-2024,CUST-216,PN085003,4,13.8,55.2,LINK ROD,Others,OEM,Toyota
85004,2097,11-03-2024,CUST-508,PN085004,15,12.3,184.5,BRAKE PAD,Others,OEM,Toyota
85005,3673,29-09-2024,CUST-430,PN085005,8,14.4,115.2,SHOCK ABSORBER,Others,OEM,Toyota
85006,2374,05-05-2024,CUST-549,PN085006,14,4.85,67.9,TIMING BELT,Others,OEM,Honda
85007,6901,05-08-2025,CUST-671,PN085007,18,3.4,61.2,LUBRICANT,Others,Source,Toyota
85008,4118,15-03-2025,CUST-211,PN085008,2,2.3,4.6,AXLE BOOT,Others,Source,Mitsubishi
85009,4405,28-05-2024,CUST-564,PN085009,19,2.3,43.7,SHOCK ABSORBER,Others,Aftermarket,Toyota
85010,9181,04-09-2024,CUST-314,PN085010,4,5.98,23.92,LINKS,Others,Aftermarket,Generic
85011,9698,18-07-2025,CUST-282,PN085011,18,5.7,102.6,CLUTCH ASSEMBLY,Others,Aftermarket,Honda
85012,2775,07-02-2024,CUST-623,PN085012,5,13.3,66.5,FUEL FILTER,Others,OEM,Toyota
85013,6432,21-04-2025,CUST-625,PN085013,13,12.3,159.9,ENGINE MOUNTING,Others,Aftermarket,Toyota
85014,7285,25-02-2025,CUST-968,PN085014,8,9.0,72.0,BELT,Others,OEM,Toyota
85015,3433,20-12-2024,CUST-501,PN085015,19,5.2,98.8,SPARK PLUG,Others,Aftermarket,Toyota
85016,7792,10-02-2024,CUST-595,PN085016,1,3.4,3.4,FUEL PURIFICATION,Others,Aftermarket,Toyota
85017,9131,01-06-2025,CUST-552,PN085017,3,14.94,44.82,BELT,Others,OEM,Mitsubishi
85018,3406,13-08-2025,CUST-675,PN085018,6,5.2,31.2,BELT,Others,Aftermarket,Toyota
85019,5534,26-11-2024,CUST-913,PN085019,4,13.3,53.2,gasket kit,Others,OEM,Generic
85020,4792,02-01-2025,CUST-483,PN085020,15,6.01,90.15,VENTILATION VALVE,Others,OEM,Nissan
85021,1241,02-05-2024,CUST-710,PN085021,20,8.0,160.0,FUEL PURIFICATION,Others,Aftermarket,Toyota
85022,6442,29-08-2024,CUST-651,PN085022,9,15.62,140.58,PISTON RING,Others,OEM,Generic
85023,2457,25-12-2023,CUST-937,PN085023,16,5.2,83.2,GEAR GASKET,Others,Aftermarket,Toyota
85024,7579,26-05-2024,CUST-285,PN085024,4,3.4,13.6,CLUTCH ASSEMBLY,Others,OEM,Honda
85025,7214,14-02-2024,CUST-988,PN085025,12,9.49,113.88,STEERING DAMPER,Others,OEM,Honda
85026,7826,19-11-2023,CUST-803,PN085026,18,14.2,255.6,CON ROD BEARING(UM),Others,Aftermarket,Toyota
85027,7327,26-10-2023,CUST-221,PN085027,18,2.8,50.4,FUEL FILTER,Others,Aftermarket,Mitsubishi
85028,9718,18-08-2025,CUST-864,PN085028,6,14.4,86.4,PISTON RING,Others,OEM,Mitsubishi
85029,1129,17-07-2025,CUST-729,PN085029,18,18.75,337.5,UNIVERSAL JOINTS,Others,OEM,VehicleMake
85030,8525,11-09-2023,CUST-481,PN085030,13,36.1,469.3,GAS KIT,Others,Aftermarket,Mitsubishi
85031,7319,05-10-2024,CUST-254,PN085031,9,11.9,107.1,LOWER ARM,Others,Aftermarket,Honda
85032,6942,07-10-2024,CUST-661,PN085032,1,7.6,7.6,CLUTCH DISK,Others,Aftermarket,Toyota
85033,6580,18-05-2024,CUST-967,PN085033,1,9.0,9.0,BELT TENSIONER,Others,Aftermarket,Mitsubishi
85034,9052,14-04-2025,CUST-893,PN085034,17,3.05,51.85,AXLE BOOT,Others,Aftermarket,Generic
85035,4439,08-04-2024,CUST-981,PN085035,15,25.8,387.0,COOLANT,Others,Source,Toyota
85036,6123,06-06-2025,CUST-177,PN085036,17,1.1,18.7,BALL JOINT,Others,Aftermarket,Toyota
85037,4167,21-04-2024,CUST-958,PN085037,19,14.2,269.8,CHAIN GUIDE,Others,OEM,Toyota
85038,3227,21-01-2024,CUST-977,PN085038,6,9.86,59.16,SHAKE HOSE,Others,Aftermarket,Toyota
85039,9595,11-06-2024,CUST-180,PN085039,19,14.2,269.8,THERMOSTAT,Others,OEM,Nissan
85040,7630,12-06-2025,CUST-116,PN085040,11,13.3,146.3,OIL SEAL,Others,OEM,Generic
85041,9387,25-02-2025,CUST-369,PN085041,4,7.16,28.64,FUEL PUMP,Others,Aftermarket,Toyota
85042,4582,28-10-2024,CUST-268,PN085042,6,36.1,216.6,PETROLLOGGLE,Others,Aftermarket,Generic
85043,9611,10-07-2024,CUST-552,PN085043,19,16.07,305.33,AIR FILTER,Others,OEM,Honda
85044,5086,07-11-2024,CUST-751,PN085044,20,14.0,280.0,GASKET SEALANT,Others,OEM,Toyota
85045,8712,30-01-2024,CUST-298,PN085045,14,11.04,154.56,CLUTCH ASSEMBLY,Others,OEM,Nissan
85046,7458,19-07-2025,CUST-159,PN085046,4,2.3,9.2,GROMMET,Others,OEM,Toyota
85047,7652,19-09-2024,CUST-623,PN085047,18,13.3,239.4,WATER PUMP,Others,Aftermarket,Toyota
85048,4117,12-10-2024,CUST-173,PN085048,17,16.2,275.4,POWERTRAIN KIT,Others,Aftermarket,Toyota
85049,4043,07-04-2025,CUST-977,PN085049,5,12.13,60.65,POWER STEERING HOSE,Others,Aftermarket,Nissan
85050,3450,21-06-2025,CUST-452,PN085050,1,1.1,1.1,common mounting,Others,Aftermarket,Generic
85051,9344,24-05-2024,CUST-980,PN085051,4,16.0,64.0,GROMMET,Others,OEM,Mitsubishi
85052,8315,09-02-2025,CUST-455,PN085052,18,1.1,19.8,brake shoe,Others,OEM,Honda
85053,7603,20-11-2023,CUST-863,PN085053,13,0.9,11.7,CON ROD BEARING,Others,OEM,Generic
85054,4638,12-02-2024,CUST-662,PN085054,1,5.77,5.77,LUBRICANT,Others,Aftermarket,Honda
85055,9830,09-09-2024,CUST-231,PN085055,6,23.8,142.8,PISTON RING,Others,Source,Nissan
85056,4588,07-03-2025,CUST-419,PN085056,5,1.1,5.5,IDLER BEARING,Others,Aftermarket,Toyota
85057,3595,04-03-2024,CUST-124,PN085057,20,2.3,46.0,PISTON RING,Others,OEM,Toyota
85058,3057,07-09-2024,CUST-820,PN085058,13,5.2,67.6,LINKS,Others,Source,Nissan
85059,1016,09-06-2025,CUST-108,PN085059,16,2.8,44.8,CLUTCH DISK,Others,OEM,Honda
85060,7787,02-12-2024,CUST-430,PN085060,6,9.53,57.18,BRAKE PAD,Others,OEM,Nissan
85061,2480,16-12-2024,CUST-138,PN085061,16,3.8,60.8,LINK ROD,Others,OEM,Mitsubishi
85062,7760,09-10-2023,CUST-375,PN085062,4,13.8,55.2,PETROLLOGGLE,Others,OEM,Mitsubishi
85063,6474,12-03-2025,CUST-145,PN085063,11,5.7,62.7,SPARK PLUG,Others,OEM,Toyota
85064,6464,04-10-2023,CUST-893,PN085064,6,12.8,76.8,WEATHER STRIP,Others,Source,Generic
85065,9065,18-10-2024,CUST-353,PN085065,18,5.7,102.6,gasket kit,Others,OEM,Toyota
85066,7082,23-08-2023,CUST-392,PN085066,5,7.6,38.0,UNIVERSAL JACK COMPRESSORS,Others,Aftermarket,Mitsubishi
85067,2125,25-07-2025,CUST-799,PN085067,12,17.77,213.24,ENGINE INSULATOR,Others,Source,Generic
85068,6029,30-03-2024,CUST-503,PN085068,4,2.3,9.2,FUEL PUMP,Others,Aftermarket,Toyota
85069,7531,05-02-2025,CUST-680,PN085069,4,5.2,20.8,PCV VALVE,Others,Source,Nissan
85070,3065,03-04-2024,CUST-848,PN085070,6,24.7,148.2,UNIVERSAL JOINTS,Others,OEM,Mitsubishi
85071,3301,04-02-2025,CUST-646,PN085071,3,36.1,108.3,STEERING BOOT,Others,OEM,Toyota
85072,7136,30-11-2024,CUST-604,PN085072,17,3.25,55.25,VENTILATION VALVE,Others,Aftermarket,Toyota
85073,7544,01-07-2024,CUST-549,PN085073,1,13.52,13.52,THERMOSTAT GASKET,Others,OEM,Toyota
85074,6212,08-05-2025,CUST-931,PN085074,3,12.3,36.9,SPARK PLUG,Others,OEM,Generic
85075,9534,22-07-2025,CUST-785,PN085075,11,12.3,135.3,VALVE COVER GASKET,Others,Source,Toyota
85076,5354,06-10-2024,CUST-898,PN085076,9,19.47,175.23,VALVE COVER GASKET,Others,OEM,Mitsubishi
85077,6036,26-10-2023,CUST-872,PN085077,2,9.61,19.22,CLUTCHDISK,Others,Aftermarket,Toyota
85078,4479,21-03-2025,CUST-522,PN085078,6,7.6,45.6,COOLANT,Others,Aftermarket,Honda
85079,2780,30-09-2024,CUST-253,PN085079,1,5.7,5.7,AXLE BOOT,Others,Source,Toyota
85080,2776,29-03-2024,CUST-782,PN085080,3,4.7,14.1,CON ROD BEARING(U),Others,OEM,Toyota
85081,1512,07-10-2023,CUST-252,PN085081,13,12.8,166.4,POWER STEERING KIT,Others,Aftermarket,Honda
85082,5040,04-06-2025,CUST-403,PN085082,19,43.8,832.2,CLUTCH COVER,Others,Aftermarket,Generic
85083,4726,27-01-2025,CUST-503,PN085083,6,12.6,75.6,BELT,Others,OEM,VehicleMake
85084,7522,25-12-2024,CUST-572,PN085084,12,13.3,159.6,GROMMET,Others,Aftermarket,Nissan
85085,5006,03-05-2024,CUST-479,PN085085,7,18.66,130.62,GEAR FILTER ,Others,Aftermarket,Toyota
85086,2468,05-03-2025,CUST-596,PN085086,13,12.8,166.4,GUM HOSE,Others,Source,Generic
85087,1764,15-06-2024,CUST-303,PN085087,18,13.8,248.4,LOWER ARM BUSH,Others,OEM,Toyota
85088,8961,19-03-2024,CUST-139,PN085088,20,3.33,66.6,THERMOSTAT GASKET,Others,OEM,Honda
85089,1765,24-01-2024,CUST-893,PN085089,5,22.8,114.0,BRAKE PAD,Others,OEM,Mitsubishi
85090,2756,29-10-2023,CUST-485,PN085090,1,4.7,4.7,GASKET KIT,Others,Aftermarket,Generic
85091,5524,02-12-2023,CUST-169,PN085091,9,16.27,146.43,PISTON RING,Others,Aftermarket,Toyota
85092,1913,02-09-2024,CUST-499,PN085092,3,12.3,36.9,CLUTCH COVER,Others,OEM,Toyota
85093,8480,07-11-2024,CUST-997,PN085093,11,14.2,156.2,VALVE COVER GASKET,Others,OEM,Nissan
85094,5078,12-11-2023,CUST-642,PN085094,20,12.64,252.8,PISTON RING,Others,OEM,Toyota
85095,7681,11-09-2024,CUST-572,PN085095,15,9.91,148.65,FUEL PUMP,Others,OEM,Toyota
85096,5212,18-11-2023,CUST-333,PN085096,20,9.09,181.8,SPARK PLUG,Others,OEM,Toyota
85097,2894,29-04-2024,CUST-997,PN085097,5,10.22,51.1,WEATHER STRIP,Others,Aftermarket,Mitsubishi
85098,5680,22-09-2023,CUST-799,PN085098,4,13.3,53.2,LINKS,Others,Aftermarket,Toyota
85099,1708,09-04-2025,CUST-388,PN085099,20,0.9,18.0,THERMOSTAT,Others,OEM,Generic
85100,9553,20-01-2025,CUST-349,PN085100,1,24.7,24.7,VALVE COVER GASKET,Others,OEM,Toyota
85101,5866,02-03-2024,CUST-933,PN085101,15,11.9,178.5,BELT TENSIONER,Others,Source,VehicleMake
85102,6012,26-06-2025,CUST-845,PN085102,12,24.7,296.4,MAIN BEARING,Others,Aftermarket,Nissan
85103,9566,29-11-2023,CUST-749,PN085103,16,12.8,204.8,WEATHER STRIP,Others,Aftermarket,Toyota
85104,7058,08-07-2024,CUST-726,PN085104,18,10.4,187.2,WATER PUMP,Others,Source,Honda
85105,4118,22-04-2024,CUST-287,PN085105,8,17.23,137.84,AXLE BOOT,Others,Aftermarket,Toyota
85106,9192,12-05-2024,CUST-509,PN085106,6,10.4,62.4,GUM HOSE,Others,OEM,Toyota
85107,6200,17-04-2025,CUST-634,PN085107,19,12.36,234.84,LINK ROD,Others,OEM,Nissan
85108,7713,05-03-2024,CUST-501,PN085108,6,17.85,107.1,SPARK PLUG,Others,Source,Toyota
85109,7838,24-10-2024,CUST-939,PN085109,6,14.7,88.2,THRONE ARM,Others,Aftermarket,Toyota
85110,2944,29-07-2025,CUST-644,PN085110,6,17.18,103.08,PETROLLOAR ,Others,Aftermarket,Generic
85111,4905,06-04-2025,CUST-906,PN085111,1,1.1,1.1,SHAKE HOSE,Others,OEM,Toyota
85112,9556,26-07-2024,CUST-310,PN085112,9,13.52,121.68,OIL SEAL,Others,Source,Toyota
85113,1130,20-11-2024,CUST-561,PN085113,20,12.54,250.8,air filter,Others,Source,Generic
85114,1648,26-04-2024,CUST-217,PN085114,12,3.33,39.96,CLUTCH DISK,Others,Aftermarket,Generic
85115,2819,24-07-2025,CUST-662,PN085115,19,5.2,98.8,FUEL PURIFICATION,Others,Aftermarket,Generic
85116,5978,12-11-2024,CUST-828,PN085116,14,12.3,172.2,WATER PUMP,Others,OEM,Nissan
85117,2691,27-07-2024,CUST-478,PN085117,4,6.42,25.68,PISTON RING,Others,Aftermarket,Honda
85118,6488,19-07-2024,CUST-105,PN085118,18,2.3,41.4,LOWER ARM,Others,Aftermarket,Toyota
85119,8198,08-08-2025,CUST-460,PN085119,4,24.7,98.8,BELT,Others,Aftermarket,Toyota
85120,4146,19-08-2024,CUST-495,PN085120,11,6.01,66.11,PISTON,Others,Aftermarket,Toyota
85121,9377,28-08-2023,CUST-557,PN085121,15,12.8,192.0,UNIVERSAL JOINTS,Others,Aftermarket,Toyota
85122,3159,12-12-2024,CUST-753,PN085122,7,2.8,19.6,SPARK PLUG,Others,OEM,Toyota
85123,7296,08-10-2023,CUST-444,PN085123,2,2.3,4.6,THERMOSTAT,Others,Aftermarket,Toyota
85124,5565,28-02-2025,CUST-857,PN085124,18,5.2,93.6,"BELT','Generic",Others,OEM,Toyota
85125,7764,14-01-2024,CUST-309,PN085125,20,3.4,68.0,CHAIN TENSIONER,Others,OEM,Generic
85126,4061,03-06-2025,CUST-791,PN085126,20,8.5,170.0,FUEL PUMP,Others,OEM,Toyota
85127,6593,31-01-2024,CUST-516,PN085127,8,2.3,18.4,LUBRICANT,Others,Aftermarket,Mitsubishi
85128,4867,27-06-2024,CUST-554,PN085128,7,3.11,21.77,OIL FILTER,Others,Source,Honda
85129,1534,04-08-2025,CUST-616,PN085129,11,3.7,40.7,THRONE ARM,Others,OEM,Toyota
85130,4538,27-10-2023,CUST-548,PN085130,8,5.2,41.6,GASKET SEALANT,Others,OEM,Toyota
85131,6658,17-10-2024,CUST-743,PN085131,18,16.94,304.92,CLUTCH COVER,Others,OEM,Mitsubishi
85132,7131,11-05-2025,CUST-789,PN085132,6,11.9,71.4,GAS KIT,Others,Source,Nissan
85133,9409,18-08-2025,CUST-172,PN085133,15,5.2,78.0,PISTON RING,Others,OEM,Generic
85134,8221,03-03-2024,CUST-691,PN085134,11,19.31,212.41,FUEL FILTER,Others,OEM,Honda
85135,5025,21-10-2024,CUST-162,PN085135,15,14.8,222.0,BELT,Others,Aftermarket,Mitsubishi
85136,8381,29-11-2023,CUST-403,PN085136,10,8.99,89.9,CLUTCH COVER,Others,Aftermarket,VehicleMake
85137,3791,19-03-2025,CUST-784,PN085137,2,7.6,15.2,TIEROD END,Others,Source,Toyota
85138,4184,23-12-2024,CUST-904,PN085138,17,30.2,513.4,THRONE ARM,Others,OEM,Nissan
85139,8451,30-09-2023,CUST-396,PN085139,14,5.2,72.8,brake shoe,Others,Aftermarket,Generic
85140,4646,01-06-2024,CUST-546,PN085140,9,12.8,115.2,air filter,Others,Aftermarket,VehicleMake
85141,9133,29-06-2024,CUST-854,PN085141,4,17.9,71.6,LINKS,Others,Aftermarket,Toyota
85142,8285,22-09-2023,CUST-379,PN085142,11,14.7,161.7,WATER PUMP,Others,Aftermarket,Mitsubishi
85143,8473,04-07-2025,CUST-533,PN085143,1,2.8,2.8,gasket kit,Others,Aftermarket,Mitsubishi
85144,3247,26-12-2024,CUST-689,PN085144,12,25.8,309.6,LUBRICANT,Others,OEM,Toyota
85145,9675,11-10-2023,CUST-554,PN085145,6,4.97,29.82,PETROLLOGGLE,Others,OEM,Toyota
85146,5922,04-03-2024,CUST-506,PN085146,4,3.7,14.8,WATER PUMP,Others,OEM,Toyota
85147,1945,27-06-2024,CUST-170,PN085147,18,5.7,102.6,GASKET SEALANT,Others,OEM,VehicleMake
85148,4580,24-11-2023,CUST-562,PN085148,4,13.3,53.2,SPARK PLUG,Others,Source,Toyota
85149,1295,23-11-2024,CUST-653,PN085149,6,2.8,16.8,BRAKE PAD,Others,OEM,Toyota
85150,4735,18-02-2025,CUST-162,PN085150,19,14.2,269.8,POWER STEERING HOSE,Others,OEM,Toyota
85151,4785,27-04-2024,CUST-777,PN085151,19,10.64,202.16,CHAIN TENSIONER,Others,Source,Mitsubishi
85152,6735,12-01-2024,CUST-696,PN085152,13,11.55,150.15,shock assembly,Others,Aftermarket,Toyota
85153,5363,17-09-2024,CUST-482,PN085153,18,3.4,61.2,gasket kit,Others,OEM,Toyota
85154,5441,11-01-2025,CUST-663,PN085154,13,25.8,335.4,PETROLLOAR ,Others,OEM,Toyota
85155,8909,03-06-2024,CUST-732,PN085155,9,13.8,124.2,BELT,Others,OEM,Honda
85156,4648,07-12-2023,CUST-554,PN085156,15,6.01,90.15,PISTON RING,Others,Aftermarket,Mitsubishi
85157,7413,31-07-2025,CUST-256,PN085157,17,3.7,62.9,PCV VALVE,Others,Aftermarket,Toyota
85158,4796,30-07-2025,CUST-582,PN085158,5,12.8,64.0,COOLANT,Others,Source,Toyota
85159,4770,25-04-2025,CUST-341,PN085159,20,13.8,276.0,CON ROD BEARING(U),Others,OEM,Honda
85160,9542,31-07-2024,CUST-786,PN085160,11,9.0,99.0,AXLE BOOT,Others,OEM,Toyota
85161,4359,17-10-2023,CUST-797,PN085161,20,3.8,76.0,air filter,Others,OEM,Toyota
85162,2391,06-12-2024,CUST-361,PN085162,4,5.81,23.24,RACK END,Others,Aftermarket,Honda
85163,2849,17-10-2024,CUST-910,PN085163,10,8.2,82.0,STEERING BOOT,Others,Aftermarket,Mitsubishi
85164,3128,13-09-2024,CUST-930,PN085164,18,5.2,93.6,CLUTCH COVER,Others,Aftermarket,Toyota
85165,6786,18-03-2025,CUST-579,PN085165,12,3.48,41.76,MAIN BEARING,Others,OEM,Honda
85166,6749,12-01-2024,CUST-817,PN085166,12,2.3,27.6,BALL JOINT,Others,Source,Nissan
85167,6541,16-03-2025,CUST-318,PN085167,8,5.7,45.6,GASKET KIT,Others,Aftermarket,Toyota
85168,7650,29-12-2024,CUST-449,PN085168,1,15.51,15.51,common mounting,Others,Aftermarket,Generic
85169,2090,17-07-2025,CUST-889,PN085169,17,22.8,387.6,AXLE BOOT,Others,OEM,Toyota
85170,8459,14-12-2024,CUST-787,PN085170,15,23.8,357.0,BALL JOINT,Others,OEM,Toyota
85171,4090,21-09-2024,CUST-836,PN085171,6,2.3,13.8,BELT,Others,Aftermarket,Honda
85172,4427,18-10-2024,CUST-252,PN085172,5,9.43,47.15,FUEL PUMP,Others,OEM,Generic
85173,3859,29-04-2025,CUST-169,PN085173,10,11.9,119.0,WEATHER STRIP,Others,Aftermarket,Toyota
85174,9664,03-01-2024,CUST-106,PN085174,6,16.58,99.48,AIR FILTER,Others,OEM,Toyota
85175,3071,07-05-2024,CUST-795,PN085175,20,18.44,368.8,ENGMATE,Others,Source,Toyota
85176,7208,02-02-2024,CUST-676,PN085176,4,6.1,24.4,VENTILATION VALVE,Others,Aftermarket,Toyota
85177,6021,29-07-2025,CUST-685,PN085177,5,25.8,129.0,UNIVERSAL JOINTS,Others,OEM,Nissan
85178,7509,24-10-2023,CUST-990,PN085178,19,5.2,98.8,SPARK PLUG,Others,OEM,Toyota
85179,1717,23-04-2025,CUST-805,PN085179,9,13.3,119.7,LUBRICANT,Others,Aftermarket,Mitsubishi
85180,3120,23-04-2025,CUST-573,PN085180,2,13.8,27.6,CLUTCH DISK,Others,OEM,Honda
85181,5650,25-05-2024,CUST-340,PN085181,19,2.3,43.7,TIMING BELT,Others,Aftermarket,Mitsubishi
85182,1098,23-03-2025,CUST-163,PN085182,12,13.8,165.6,PISTON RING,Others,OEM,Toyota
85183,4224,21-08-2024,CUST-726,PN085183,6,3.33,19.98,VENTILATION VALVE,Others,Aftermarket,Honda
85184,2485,16-07-2024,CUST-822,PN085184,6,11.9,71.4,TIMING BELT,Others,Aftermarket,Honda
85185,1193,06-12-2024,CUST-637,PN085185,20,43.8,876.0,CLUTCH DISK,Others,Source,Generic
85186,9526,24-02-2025,CUST-139,PN085186,3,5.7,17.1,BELT,Others,Source,VehicleMake
85187,4306,01-09-2024,CUST-312,PN085187,2,12.3,24.6,OIL SEAL,Others,Aftermarket,Generic
85188,1253,24-04-2025,CUST-516,PN085188,2,13.3,26.6,POWER STEERING KIT,Others,OEM,Toyota
85189,3449,31-07-2025,CUST-870,PN085189,9,13.3,119.7,OIL SEAL,Others,OEM,Toyota
85190,3122,19-12-2023,CUST-151,PN085190,1,6.33,6.33,AXLE BOOT,Others,OEM,Nissan
